leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
4503390,Richland 02,SC,Columbia,28917,http://www.richland2.org/,Regular public school district that is not a component of a supervisory union,32
0641160,Visalia Unified,CA,Visalia,28893,http://www.vusd.org,Regular public school district that is not a component of a supervisory union,41
1301410,Columbia County,GA,Evans,28854,,Regular public school district that is not a component of a supervisory union,30
0603630,Bakersfield City,CA,Bakersfield,28761,http://www.bcsd.com,Regular public school district that is not a component of a supervisory union,45
4830570,MIDLAND ISD,TX,MIDLAND,28752,http://www.midlandisd.net,Regular public school district that is not a component of a supervisory union,40
1200030,ALACHUA,FL,GAINESVILLE,28749,http://www.sbac.edu/pages/ACPS,Regular public school district that is not a component of a supervisory union,68
2010140,Olathe,KS,Olathe,28590,http://www.olatheschools.org,Regular public school district that is not a component of a supervisory union,52
5308250,Spokane School District,WA,SPOKANE,28586,http://www.spokaneschools.org,Regular public school district that is not a component of a supervisory union,69
1803630,Fort Wayne Community Schools,IN,Fort Wayne,28506,http://www.fortwayneschools.org/,Regular public school district that is not a component of a supervisory union,50
4836000,PROSPER ISD,TX,PROSPER,28467,http://www.prosper-isd.net,Regular public school district that is not a component of a supervisory union,27
0802490,Boulder Valley School District No. Re2,CO,BOULDER,28357,http://www.bvsd.org,Regular public school district that is not a component of a supervisory union,56
3404590,Elizabeth Public Schools,NJ,Elizabeth,28334,http://www.epsnj.org,Regular public school district that is not a component of a supervisory union,37
5308700,Tacoma School District,WA,TACOMA,28272,,Regular public school district that is not a component of a supervisory union,69
2201020,Livingston Parish,LA,Livingston,27843,,Regular public school district that is not a component of a supervisory union,44
2400270,Charles County Public Schools,MD,La Plata,27765,http://www.ccboe.com,Regular public school district that is not a component of a supervisory union,40
1200090,BAY,FL,PANAMA CITY,27675,http://www.bay.k12.fl.us/,Regular public school district that is not a component of a supervisory union,49
1734510,Rockford SD 205,IL,Rockford,27661,http://www.rps205.com,Regular public school district that is not a component of a supervisory union,45
3703450,Onslow County Schools,NC,Jacksonville,27592,http://onslowcounty.schoolinsites.com/,Regular public school district that is not a component of a supervisory union,39
5100270,Arlington County Public Schools,VA,Arlington,27508,http://www.apsva.us,Regular public school district that is not a component of a supervisory union,42
1302610,Hall County,GA,Gainesville,27245,http://www.hallco.org,Regular public school district that is not a component of a supervisory union,37
0602630,Anaheim Union High,CA,Anaheim,27195,http://www.auhsd.us,Regular public school district that is not a component of a supervisory union,21
0622230,Lodi Unified,CA,Lodi,27172,http://www.lodiusd.net,Regular public school district that is not a component of a supervisory union,49
4502700,Lexington 01,SC,Lexington,27105,http://www.lexdistrict1.com/,Regular public school district that is not a component of a supervisory union,31
4000777,EPIC Charter School,OK,OKC,27052,http://www.epiccharterschools.org,Independent charter district,2
0405930,Paradise Valley Unified District (4241),AZ,PHOENIX,27034,http://www.pvschools.net/,Regular public school district that is not a component of a supervisory union,45
5102670,Norfolk City Public Schools,VA,Norfolk,26882,http://www.nps.k12.va.us,Regular public school district that is not a component of a supervisory union,49
3600092,NEW YORK CITY GEOGRAPHIC DISTRICT #15,NY,BROOKLYN,26808,,Regular public school district that is a component of a supervisory union,49
3600086,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,NY,BRONX,26766,,Regular public school district that is a component of a supervisory union,69
0406330,Phoenix Union High School District (4286),AZ,PHOENIX,26753,http://www.phoenixunion.org/,Regular public school district that is not a component of a supervisory union,20
4821420,GRAND PRAIRIE ISD,TX,GRAND PRAIRIE,26638,http://www.gpisd.org/,Regular public school district that is not a component of a supervisory union,39
4502010,Dorchester 02,SC,Summerville,26547,http://www.ddtwo.org/DO,Regular public school district that is not a component of a supervisory union,25
0600028,Temecula Valley Unified,CA,Temecula,26491,http://www.tvusd.k12.ca.us,Regular public school district that is not a component of a supervisory union,30
2011640,Shawnee Mission Pub Sch,KS,Shawnee Mission,26464,http://www.smsd.org,Regular public school district that is not a component of a supervisory union,45
0102430,Montgomery County,AL,Montgomery,26435,http://www.mps.k12.al.us,Regular public school district that is not a component of a supervisory union,52
3407830,Jersey City Public Schools,NJ,Jersey City,26293,http://www.jcboe.org,Regular public school district that is not a component of a supervisory union,39
5102640,Newport News City Public Schools,VA,Newport News,26183,http://www.sbo.nn.k12.va.us/,Regular public school district that is not a component of a supervisory union,43
2400210,Carroll County Public Schools,MD,Westminster,26123,http://www.carrollk12.org,Regular public school district that is not a component of a supervisory union,44
1741690,Indian Prairie CUSD 204,IL,Aurora,25950,http://www.ipsd.org,Regular public school district that is not a component of a supervisory union,34
0611110,Desert Sands Unified,CA,La Quinta,25898,http://www.dsusd.us,Regular public school district that is not a component of a supervisory union,35
4010590,EDMOND,OK,Edmond,25878,http://www.edmondschools.net,Regular public school district that is not a component of a supervisory union,28
1301860,Douglas County,GA,Douglasville,25770,,Regular public school district that is not a component of a supervisory union,35
5303960,Kent School District,WA,KENT,25700,,Regular public school district that is not a component of a supervisory union,46
0801920,Academy School District No. 20 in the county of El Paso an,CO,COLORADO SPRINGS,25674,http://www.asd20.org,Regular public school district that is not a component of a supervisory union,39
0632550,West Contra Costa Unified,CA,Richmond,25575,http://www.wccusd.net,Regular public school district that is not a component of a supervisory union,54
0608460,Chino Valley Unified,CA,Chino,25513,http://www.chino.k12.ca.us,Regular public school district that is not a component of a supervisory union,34
2634470,Utica Community Schools,MI,STERLING HEIGHTS,25501,http://www.uticak12.org/ucsmain.asp,Regular public school district that is not a component of a supervisory union,38
4834830,PFLUGERVILLE ISD,TX,PFLUGERVILLE,25297,http://www.pflugervilleisd.net,Regular public school district that is not a component of a supervisory union,35
5508520,Madison Metropolitan School District,WI,Madison,25247,http://www.madison.k12.wi.us,Regular public school district that is not a component of a supervisory union,54
4666270,Sioux Falls School District 49-5,SD,Sioux Falls,25216,http://www.sf.k12.sd.us,Regular public school district that is not a component of a supervisory union,44
4503909,Charter Institute at Erskine,SC,Columbia,25146,http://erskinecharters.org/,Independent charter district,27
0634590,San Jose Unified,CA,San Jose,25059,http://www.sjusd.org,Regular public school district that is not a component of a supervisory union,41
0615240,Glendale Unified,CA,Glendale,25049,http://www.gusd.net,Regular public school district that is not a component of a supervisory union,34
3703330,New Hanover County Schools,NC,Wilmington,25028,http://www.nhcs.net,Regular public school district that is not a component of a supervisory union,42
0623610,Manteca Unified,CA,Manteca,25000,http://www.mantecausd.net,Regular public school district that is not a component of a supervisory union,30
0803870,El Paso County Colorado School District 49,CO,PEYTON,24867,http://www.d49.org/,Regular public school district that is not a component of a supervisory union,30
3412690,Paterson Public School District,NJ,Paterson,24692,http://www.paterson.k12.nj.us,Regular public school district that is not a component of a supervisory union,43
1731740,Plainfield SD 202,IL,Plainfield,24683,http://psd202.org,Regular public school district that is not a component of a supervisory union,31
2200090,Ascension Parish,LA,Donaldsonville,24683,,Regular public school district that is not a component of a supervisory union,31
0601332,Twin Rivers Unified,CA,McClellan,24386,http://www.trusd.net,Regular public school district that is not a component of a supervisory union,43
4813050,CARROLLTON-FARMERS BRANCH ISD,TX,CARROLLTON,24386,http://www.cfbisd.edu/,Regular public school district that is not a component of a supervisory union,40
2513230,Worcester,MA,Worcester,24350,http://www.worcesterschools.org,Regular public school district that is not a component of a supervisory union,45
3631920,YONKERS CITY SCHOOL DISTRICT,NY,YONKERS,24339,http://www.yonkerspublicschools.org,Regular public school district that is not a component of a supervisory union,40
4828500,LUBBOCK ISD,TX,LUBBOCK,24329,http://www.lubbockisd.org,Regular public school district that is not a component of a supervisory union,49
3700012,Pitt County Schools,NC,Greenville,24327,http://www.pitt.k12.nc.us,Regular public school district that is not a component of a supervisory union,40
