leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
3620340,CLARKSTOWN CENTRAL SCHOOL DISTRICT,NY,NEW CITY,7991,http://www.ccsd.edu,Regular public school district that is not a component of a supervisory union,16
3621210,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,NY,NORTH SYRACUSE,7990,http://www.nscsd.org,Regular public school district that is not a component of a supervisory union,11
4208850,Easton Area SD,PA,Easton,7978,http://www.eastonsd.org,Regular public school district that is not a component of a supervisory union,9
3409270,Old Bridge Township School District,NJ,Matawan,7976,http://www.oldbridgeadmin.org,Regular public school district that is not a component of a supervisory union,14
3416500,Township of Union School District,NJ,Union,7970,http://www.twpunionschools.org,Regular public school district that is not a component of a supervisory union,10
0636970,Snowline Joint Unified,CA,Phelan,7967,http://www.snowlineschools.com,Regular public school district that is not a component of a supervisory union,12
0625830,Morgan Hill Unified,CA,Morgan Hill,7963,http://www.mhusd.org,Regular public school district that is not a component of a supervisory union,13
4815240,COPPERAS COVE ISD,TX,COPPERAS COVE,7959,http://www.ccisd.com,Regular public school district that is not a component of a supervisory union,11
0404290,Laveen Elementary District (4276),AZ,LAVEEN,7954,http://www.laveeneld.org,Regular public school district that is not a component of a supervisory union,10
2926070,RAYTOWN C-2,MO,RAYTOWN,7953,http://WWW.RAYTOWNSCHOOLS.ORG,Regular public school district that is not a component of a supervisory union,20
0642150,Westminster,CA,Westminster,7950,http://www.wsdk8.us,Regular public school district that is not a component of a supervisory union,17
4208550,East Penn SD,PA,Emmaus,7943,http://www.eastpennsd.org,Regular public school district that is not a component of a supervisory union,10
3415210,South Brunswick School District,NJ,North Brunswick,7936,http://www.sbschools.org,Regular public school district that is not a component of a supervisory union,12
4702130,Johnson City,TN,Johnson City,7936,http://www.jcschools.org,Regular public school district that is not a component of a supervisory union,12
4821390,GRANBURY ISD,TX,GRANBURY,7933,http://www.granburyisd.org,Regular public school district that is not a component of a supervisory union,10
0100660,Chilton County,AL,Clanton,7930,http://www.chilton.k12.al.us,Regular public school district that is not a component of a supervisory union,14
4818150,EDGEWOOD ISD,TX,SAN ANTONIO,7930,http://www.eisd.net,Regular public school district that is not a component of a supervisory union,26
1802830,Zionsville Community Schools,IN,Zionsville,7923,http://www.zcs.k12.in.us/,Regular public school district that is not a component of a supervisory union,9
4009570,DEER CREEK,OK,Edmond,7921,http://www.deercreekschools.org,Regular public school district that is not a component of a supervisory union,9
4401110,Warwick,RI,Warwick,7914,,Regular public school district that is not a component of a supervisory union,19
0642140,Western Placer Unified,CA,Lincoln,7913,http://www.wpusd.org/,Regular public school district that is not a component of a supervisory union,14
3614010,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),NY,GARNERVILLE,7901,http://www.nrcsd.org,Regular public school district that is not a component of a supervisory union,8
3609840,EAST MEADOW UNION FREE SCHOOL DISTRICT,NY,WESTBURY,7900,http://www.eastmeadow.k12.ny.us,Regular public school district that is not a component of a supervisory union,9
5100600,Campbell County Public Schools,VA,Rustburg,7896,http://www.campbell.k12.va.us,Regular public school district that is not a component of a supervisory union,15
1304200,Polk County,GA,Cedartown,7893,,Regular public school district that is not a component of a supervisory union,11
3904635,West Clermont Local,OH,Cincinnati,7887,http://www.westcler.k12.oh.us/,Regular public school district that is not a component of a supervisory union,9
4400840,Pawtucket,RI,Pawtucket,7887,,Regular public school district that is not a component of a supervisory union,16
0804080,Fountain School District No. 8 in the county of El Paso an,CO,FOUNTAIN,7885,http://www.ffc8.org/,Regular public school district that is not a component of a supervisory union,13
2505970,Haverhill,MA,Haverhill,7882,http://www.haverhill-ps.org,Regular public school district that is not a component of a supervisory union,16
4219500,Pocono Mountain SD,PA,Swiftwater,7874,http://www.pmsd.org/,Regular public school district that is not a component of a supervisory union,9
4842510,TEXAS CITY ISD,TX,TEXAS CITY,7874,http://www.tcisd.org,Regular public school district that is not a component of a supervisory union,15
3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,NY,CENTRAL ISLIP,7867,http://www.centralislip.k12.ny.us,Regular public school district that is not a component of a supervisory union,8
5501770,Elmbrook School District,WI,Brookfield,7863,http://www.elmbrookschools.org,Regular public school district that is not a component of a supervisory union,10
5102940,Pittsylvania County Public Schools,VA,Chatham,7860,http://www.pcs.k12.va.us/,Regular public school district that is not a component of a supervisory union,21
1811730,Union School Corporation,IN,Modoc,7855,http://www.usc.k12.in.us,Regular public school district that is not a component of a supervisory union,5
4815180,LUBBOCK-COOPER ISD,TX,LUBBOCK,7855,http://www.lcisd.net,Regular public school district that is not a component of a supervisory union,10
4800207,PREMIER HIGH SCHOOLS,TX,LEWISVILLE,7851,http://www.responsiveed.com/premier,Independent charter district,49
0510680,NORTH LITTLE ROCK SCHOOL DISTRICT,AR,NORTH LITTLE ROCK,7850,http://www.nlrsd.org,Regular public school district that is not a component of a supervisory union,14
2618990,Huron Valley Schools,MI,HIGHLAND,7849,http://www.hvs.org/,Regular public school district that is not a component of a supervisory union,16
3626520,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,NY,FLORAL PARK,7846,http://www.sewanhakaschools.org,Regular public school district that is not a component of a supervisory union,5
4840080,SHERMAN ISD,TX,SHERMAN,7843,http://www.shermanisd.net/,Regular public school district that is not a component of a supervisory union,16
2104950,Pulaski County,KY,Somerset,7840,http://www.pulaski.net/,Regular public school district that is not a component of a supervisory union,14
1711850,Decatur SD 61,IL,Decatur,7827,http://www.dps61.org,Regular public school district that is not a component of a supervisory union,16
3417280,Wayne Township Public School District,NJ,WAYNE,7816,http://www.wayneschools.com,Regular public school district that is not a component of a supervisory union,15
0642000,West Covina Unified,CA,West Covina,7794,http://www.wcusd.org,Regular public school district that is not a component of a supervisory union,15
2201620,St. Mary Parish,LA,Centerville,7794,,Regular public school district that is not a component of a supervisory union,21
3904371,Canton City,OH,Canton,7794,http://www.ccsdistrict.org/,Regular public school district that is not a component of a supervisory union,18
3904487,Sylvania Schools,OH,Sylvania,7787,http://sylvania.k12.oh.us/,Regular public school district that is not a component of a supervisory union,13
5515900,Wausau School District,WI,Wausau,7783,http://www.wausauschools.org,Regular public school district that is not a component of a supervisory union,20
0900510,Bristol School District,CT,Bristol,7774,http://www.bristol.k12.ct.us/,Regular public school district that is not a component of a supervisory union,13
0637530,South San Francisco Unified,CA,South San Francisco,7770,http://www.ssfusd.org,Regular public school district that is not a component of a supervisory union,17
3407680,Irvington Public School District,NJ,Irvington,7770,http://www.irvington.k12.nj.us,Regular public school district that is not a component of a supervisory union,12
0611850,East Whittier City Elementary,CA,Whittier,7769,http://www.ewcsd.org,Regular public school district that is not a component of a supervisory union,13
0200130,Galena City School District,AK,Galena,7768,http://www.galenaalaska.org,Regular public school district that is not a component of a supervisory union,4
3603270,ARLINGTON CENTRAL SCHOOL DISTRICT,NY,LAGRANGEVILLE,7768,http://www.arlingtonschools.org,Regular public school district that is not a component of a supervisory union,11
0601410,Lammersville Joint Unified,CA,Mountain House,7764,http://www.lammersvilleschooldistrict.net,Regular public school district that is not a component of a supervisory union,9
3904418,Kettering City School District,OH,Kettering,7762,http://www.ketteringschools.org/,Regular public school district that is not a component of a supervisory union,13
1716830,Glenbard Twp HSD 87,IL,Glen Ellyn,7747,http://www.glenbard87.org,Regular public school district that is not a component of a supervisory union,4
2916350,JOPLIN SCHOOLS,MO,JOPLIN,7746,http://www.joplinschools.org,Regular public school district that is not a component of a supervisory union,16
4817760,EANES ISD,TX,AUSTIN,7738,http://www.eanesisd.net,Regular public school district that is not a component of a supervisory union,10
5102340,Lynchburg City Public Schools,VA,Lynchburg,7727,http://www.lcsedu.net,Regular public school district that is not a component of a supervisory union,20
4809450,BARBERS HILL ISD,TX,MONT BELVIEU,7723,http://www.bhisd.net,Regular public school district that is not a component of a supervisory union,9
1708400,Cons HSD 230,IL,Orland Park,7719,http://www.d230.org,Regular public school district that is not a component of a supervisory union,3
2104800,Pike County,KY,Pikeville,7719,http://www.pike.kyschools.us/,Regular public school district that is not a component of a supervisory union,20
4501500,Cherokee 01,SC,Gaffney,7712,http://www.cherokee1.org/,Regular public school district that is not a component of a supervisory union,15
0100420,Blount County,AL,Oneonta,7706,http://www.blountboe.net,Regular public school district that is not a component of a supervisory union,17
3627060,SMITHTOWN CENTRAL SCHOOL DISTRICT,NY,SMITHTOWN,7705,http://www.smithtown.k12.ny.us,Regular public school district that is not a component of a supervisory union,12
3813030,MINOT 1,ND,Minot,7680,http://www.minot.k12.nd.us,Regular public school district that is not a component of a supervisory union,22
2733000,SHAKOPEE PUBLIC SCHOOL DISTRICT,MN,SHAKOPEE,7678,http://www.shakopee.k12.mn.us/,Regular public school district that is not a component of a supervisory union,14
0612120,El Monte Union High,CA,El Monte,7677,http://www.emuhsd.org,Regular public school district that is not a component of a supervisory union,7
1301350,Coffee County,GA,Douglas,7667,,Regular public school district that is not a component of a supervisory union,12
0102480,Morgan County,AL,Decatur,7664,http://www.morgank12.org,Regular public school district that is not a component of a supervisory union,18
1301620,Dalton Public Schools,GA,Dalton,7662,,Regular public school district that is not a component of a supervisory union,10
4216980,Norristown Area SD,PA,Norristown,7662,http://www.nasd.k12.pa.us,Regular public school district that is not a component of a supervisory union,12
4702190,Kingsport,TN,Kingsport,7653,http://www.k12k.com,Regular public school district that is not a component of a supervisory union,12
2630030,Rockford Public Schools,MI,ROCKFORD,7644,,Regular public school district that is not a component of a supervisory union,14
0601710,Adelanto Elementary,CA,Adelanto,7636,http://www.aesd.net,Regular public school district that is not a component of a supervisory union,15
4010920,ENID,OK,Enid,7632,http://www.enidpublicschools.org,Regular public school district that is not a component of a supervisory union,15
0807230,Westminster Public Schools,CO,WESTMINSTER,7631,http://www.westminsterpublicschools.org/,Regular public school district that is not a component of a supervisory union,18
1304980,Tift County,GA,Tifton,7631,,Regular public school district that is not a component of a supervisory union,11
3407740,Jackson Township School District,NJ,Jackson,7628,http://www.jacksonsd.org,Regular public school district that is not a component of a supervisory union,10
2707290,Burnsville-Eagan-Savage Schools,MN,BURNSVILLE,7594,http://www.isd191.org/,Regular public school district that is not a component of a supervisory union,20
0634800,San Luis Coastal Unified,CA,San Luis Obispo,7577,http://www.slcusd.org,Regular public school district that is not a component of a supervisory union,16
3808130,GRAND FORKS 1,ND,Grand Forks,7572,http://www.gfschools.org,Regular public school district that is not a component of a supervisory union,18
2616350,Grand Blanc Community Schools,MI,GRAND BLANC,7571,,Regular public school district that is not a component of a supervisory union,13
1800030,MSD Southwest Allen County Schls,IN,Fort Wayne,7555,http://www.sacs.k12.in.us/,Regular public school district that is not a component of a supervisory union,10
0602089,River Springs Charter District,CA,Temecula,7548,http://springscharterschools.org,Independent charter district,1
1917220,Linn-Mar Comm School District,IA,Marion,7536,http://www.linnmar.k12.ia.us,Regular public school district that is not a component of a supervisory union,12
3500570,CLOVIS,NM,CLOVIS,7532,http://www.clovis-schools.org,Regular public school district that is not a component of a supervisory union,18
3200390,Carson City,NV,Carson City,7522,http://carsoncityschools.com,Regular public school district that is not a component of a supervisory union,13
4503660,Spartanburg 07,SC,Spartanburg,7518,http://www.spartanburg7.org/,Regular public school district that is not a component of a supervisory union,10
2400540,Queen Anne's County Public Schools,MD,Centreville,7502,http://www.qacps.org,Regular public school district that is not a component of a supervisory union,14
2918690,LINDBERGH SCHOOLS,MO,St. Louis,7497,http://WWW.LINDBERGHSCHOOLS.WS,Regular public school district that is not a component of a supervisory union,10
3904737,Oak Hills Local,OH,Cincinnati,7485,http://ohlsd.us/,Regular public school district that is not a component of a supervisory union,9
0641580,Washington Unified,CA,West Sacramento,7481,http://www.wusd.k12.ca.us,Regular public school district that is not a component of a supervisory union,14
1915450,Johnston Comm School District,IA,Johnston,7480,http://www.johnstoncsd.org/,Regular public school district that is not a component of a supervisory union,8
4222440,Seneca Valley SD,PA,Harmony,7476,http://www.svsd.net/,Regular public school district that is not a component of a supervisory union,8
3404560,Egg Harbor Township School District,NJ,Egg Harbor Township,7473,http://www.eht.k12.nj.us,Regular public school district that is not a component of a supervisory union,7
1705790,Belvidere CUSD 100,IL,Belvidere,7472,http://www.district100.com,Regular public school district that is not a component of a supervisory union,11
3622470,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,NY,PATCHOGUE,7463,http://www.pmschools.org,Regular public school district that is not a component of a supervisory union,11
2721420,Moorhead Area Public Schools,MN,MOORHEAD,7460,http://www.isd152.org/,Regular public school district that is not a component of a supervisory union,16
3619320,MIDDLETOWN CITY SCHOOL DISTRICT,NY,MIDDLETOWN,7449,http://www.middletowncityschools.org,Regular public school district that is not a component of a supervisory union,6
4225830,West Shore SD,PA,Lewisberry,7449,http://www.WSSD.k12.pa.us,Regular public school district that is not a component of a supervisory union,13
4840680,SOUTH SAN ANTONIO ISD,TX,SAN ANTONIO,7429,http://www.southsanisd.net,Regular public school district that is not a component of a supervisory union,15
1926820,Southeast Polk Comm School District,IA,Altoona,7424,http://www.southeastpolk.org,Regular public school district that is not a component of a supervisory union,11
3704080,Rutherford County Schools,NC,Forest City,7409,http://www.rcsnc.org,Regular public school district that is not a component of a supervisory union,18
2605850,Birmingham Public Schools,MI,BEVERLY HILLS,7394,http://www.birmingham.k12.mi.us,Regular public school district that is not a component of a supervisory union,13
0602310,Alum Rock Union Elementary,CA,San Jose,7367,http://www.arusd.org,Regular public school district that is not a component of a supervisory union,22
2005490,De Soto,KS,De Soto,7364,http://www.usd232.org,Regular public school district that is not a component of a supervisory union,13
0625860,Morongo Unified,CA,Twentynine Palms,7359,http://www.morongo.k12.ca.us,Regular public school district that is not a component of a supervisory union,17
2623820,Midland Public Schools,MI,MIDLAND,7359,http://www.midlandps.org,Regular public school district that is not a component of a supervisory union,13
2732430,ROSEVILLE PUBLIC SCHOOL DISTRICT,MN,ROSEVILLE,7355,http://www.isd623.org,Regular public school district that is not a component of a supervisory union,17
3405490,Franklin Township Public School District,NJ,Somerset,7352,http://www.franklinboe.org,Regular public school district that is not a component of a supervisory union,10
3704410,Surry County Schools,NC,Dobson,7352,http://www.surry.k12.nc.us/,Regular public school district that is not a component of a supervisory union,20
2504770,Everett,MA,Everett,7345,http://www.everettpublicschools.org/,Regular public school district that is not a component of a supervisory union,10
5102360,Manassas City Public Schools,VA,Manassas,7345,http://www.mcpsva.org,Regular public school district that is not a component of a supervisory union,11
2510050,Revere,MA,Revere,7344,http://www.reverek12.org,Regular public school district that is not a component of a supervisory union,11
3500300,CARLSBAD,NM,CARLSBAD,7343,http://carlsbadschools.net,Regular public school district that is not a component of a supervisory union,14
0601950,Alisal Union,CA,Salinas,7339,http://www.alisal.org,Regular public school district that is not a component of a supervisory union,13
3413050,Piscataway Township School District,NJ,Piscataway,7333,http://www.piscatawayschools.org,Regular public school district that is not a component of a supervisory union,11
2007890,Geary County Schools,KS,Junction City,7331,http://usd475.org,Regular public school district that is not a component of a supervisory union,15
1100031,KIPP DC PCS,DC,Washington,7323,http://www.kippdc.org,Independent charter district,20
4839690,SEGUIN ISD,TX,SEGUIN,7314,http://www.seguin.k12.tx.us,Regular public school district that is not a component of a supervisory union,14
3417070,Washington Township School District,NJ,Sewell,7302,http://www.wtps.org,Regular public school district that is not a component of a supervisory union,11
5302940,Franklin Pierce School District,WA,TACOMA,7296,,Regular public school district that is not a component of a supervisory union,15
5400720,MARION COUNTY SCHOOLS,WV,FAIRMONT,7291,,Regular public school district that is not a component of a supervisory union,21
2005460,Derby,KS,Derby,7284,http://www.derbyschools.com,Regular public school district that is not a component of a supervisory union,13
4109330,Oregon City SD 62,OR,Oregon City,7282,http://www.ocsd62.org,Regular public school district that is not a component of a supervisory union,14
0102700,Phenix City,AL,Phenix City,7276,http://www.pcboe.net,Regular public school district that is not a component of a supervisory union,12
4842480,TEXARKANA ISD,TX,TEXARKANA,7276,http://www.txkisd.net,Regular public school district that is not a component of a supervisory union,13
0407080,Roosevelt Elementary District (4279),AZ,PHOENIX,7274,http://www.rsd66.org,Regular public school district that is not a component of a supervisory union,20
3904700,Reynoldsburg City,OH,Reynoldsburg,7265,http://www.reyn.org/,Regular public school district that is not a component of a supervisory union,10
0400295,Kingman Unified School District (79598),AZ,KINGMAN,7263,http://www.kusd.org,Regular public school district that is not a component of a supervisory union,14
3407230,Hillsborough Township Public School District,NJ,Hillsborough,7263,http://www.htps.us,Regular public school district that is not a component of a supervisory union,9
1726400,Moline-Coal Valley CUSD 40,IL,Moline,7254,http://www.molineschools.org,Regular public school district that is not a component of a supervisory union,15
3613290,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,NY,DIX HILLS,7248,http://www.halfhollowhills.k12.ny.us,Regular public school district that is not a component of a supervisory union,9
5300810,Camas School District,WA,CAMAS,7244,,Regular public school district that is not a component of a supervisory union,16
2006390,Garden City,KS,Garden City,7235,http://www.gckschools.com,Regular public school district that is not a component of a supervisory union,18
3412480,Parsippany-Troy Hills Township School District,NJ,Parsippany,7227,http://www.pthsd.k12.nj.us,Regular public school district that is not a component of a supervisory union,14
4809200,AZLE ISD,TX,AZLE,7218,http://www.azleisd.net,Regular public school district that is not a component of a supervisory union,12
3904481,Springfield City School District,OH,Springfield,7217,http://www.scsdoh.org,Regular public school district that is not a component of a supervisory union,17
2201590,St. Martin Parish,LA,Breaux Bridge,7216,,Regular public school district that is not a component of a supervisory union,15
1713530,Edwardsville CUSD 7,IL,Edwardsville,7211,,Regular public school district that is not a component of a supervisory union,15
0627720,Novato Unified,CA,Novato,7209,http://www.nusd.org,Regular public school district that is not a component of a supervisory union,15
2005580,Dodge City,KS,Dodge City,7181,http://www.usd443.org/,Regular public school district that is not a component of a supervisory union,11
1302580,Habersham County,GA,Clarkesville,7177,,Regular public school district that is not a component of a supervisory union,14
3617160,LEVITTOWN UNION FREE SCHOOL DISTRICT,NY,LEVITTOWN,7174,http://www.levittownschools.com,Regular public school district that is not a component of a supervisory union,10
3411460,North Bergen School District,NJ,North Bergen,7165,http://www.northbergen.k12.nj.us,Regular public school district that is not a component of a supervisory union,8
2009180,Manhattan-Ogden,KS,Manhattan,7163,http://www.usd383.org,Regular public school district that is not a component of a supervisory union,14
5308040,Snoqualmie Valley School District,WA,SNOQUALMIE,7161,,Regular public school district that is not a component of a supervisory union,13
0103180,Talladega County,AL,Talladega,7157,,Regular public school district that is not a component of a supervisory union,18
1805400,Lafayette School Corporation,IN,Lafayette,7152,http://www.lsc.k12.in.us/,Regular public school district that is not a component of a supervisory union,12
2628830,Port Huron Area School District,MI,PORT HURON,7147,http://www.phasd.us,Regular public school district that is not a component of a supervisory union,16
0103450,Walker County,AL,Jasper,7146,http://www.walkercountyschools.com,Regular public school district that is not a component of a supervisory union,18
2804320,TUPELO PUBLIC SCHOOL DIST,MS,Tupelo,7134,http://www.tupeloschools.com/,Regular public school district that is not a component of a supervisory union,14
1743960,Yorkville CUSD 115,IL,Yorkville,7119,http://www.y115.org,Regular public school district that is not a component of a supervisory union,11
3402640,Camden City School District,NJ,Camden,7117,http://WWW.CAMDENCITYSCHOOLS.ORG,Regular public school district that is not a component of a supervisory union,16
4826190,LA PORTE ISD,TX,LA PORTE,7115,http://www.lpisd.org,Regular public school district that is not a component of a supervisory union,12
0612180,El Rancho Unified,CA,Pico Rivera,7110,http://erusd.org,Regular public school district that is not a component of a supervisory union,14
4800274,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,TX,HOUSTON,7107,http://www.harmonytx.org/schools/houston-north,Independent charter district,10
4700900,Cumberland County,TN,Crossville,7093,http://ccschools.k12tn.net,Regular public school district that is not a component of a supervisory union,12
5309660,Wenatchee School District,WA,WENATCHEE,7089,http://wenatcheeschools.org,Regular public school district that is not a component of a supervisory union,19
4814310,CLEBURNE ISD,TX,CLEBURNE,7082,http://www.c-isd.com,Regular public school district that is not a component of a supervisory union,12
4107020,Klamath County SD,OR,Klamath Falls,7078,http://www.kcsd.k12.or.us,Regular public school district that is not a component of a supervisory union,21
4110350,Redmond SD 2J,OR,Redmond,7068,http://www.redmondschools.org,Regular public school district that is not a component of a supervisory union,13
4808310,ANGLETON ISD,TX,ANGLETON,7068,http://www.angletonisd.net,Regular public school district that is not a component of a supervisory union,11
3703480,Orange County Schools,NC,Hillsborough,7067,http://www.orangecountyfirst.com,Regular public school district that is not a component of a supervisory union,13
3904549,Mentor Exempted Village,OH,Mentor,7067,http://www.mentorschools.net/,Regular public school district that is not a component of a supervisory union,13
5509510,Middleton-Cross Plains Area School District,WI,Middleton,7059,http://www.mcpasd.k12.wi.us,Regular public school district that is not a component of a supervisory union,12
2509720,Plymouth,MA,Plymouth,7055,http://www.plymouth.k12.ma.us,Regular public school district that is not a component of a supervisory union,13
3415330,South Orange-Maplewood School District,NJ,Maplewood,7047,http://www.somsd.k12.nj.us,Regular public school district that is not a component of a supervisory union,10
4828550,LUFKIN ISD,TX,LUFKIN,7046,http://www.lufkinisd.org/,Regular public school district that is not a component of a supervisory union,17
0612090,El Monte City,CA,El Monte,7045,http://www.emcsd.org,Regular public school district that is not a component of a supervisory union,15
2503150,Brookline,MA,Brookline,7039,http://www.brookline.k12.ma.us/,Regular public school district that is not a component of a supervisory union,13
1711350,Crystal Lake CCSD 47,IL,Crystal Lake,7033,http://www.d47.org,Regular public school district that is not a component of a supervisory union,13
3417610,West Orange Public Schools,NJ,West Orange,7030,http://www.woboe.org,Regular public school district that is not a component of a supervisory union,13
3620820,NIAGARA FALLS CITY SCHOOL DISTRICT,NY,NIAGARA FALLS,7029,http://www.nfschools.net,Regular public school district that is not a component of a supervisory union,11
0616680,Hawthorne,CA,Hawthorne,7025,http://www.hawthorne.k12.ca.us,Regular public school district that is not a component of a supervisory union,11
0617850,Hueneme Elementary,CA,Port Hueneme,7022,http://www.hueneme.org,Regular public school district that is not a component of a supervisory union,11
4202340,Altoona Area SD,PA,Altoona,7019,http://www.aasdcat.com/aasd,Regular public school district that is not a component of a supervisory union,11
0805550,Mapleton School District No. 1 in the county of Adams & St,CO,DENVER,7016,http://www.mapleton.us,Regular public school district that is not a component of a supervisory union,20
3628560,SYOSSET CENTRAL SCHOOL DISTRICT,NY,SYOSSET,7016,http://syossetschools.org,Regular public school district that is not a component of a supervisory union,10
4826670,LANCASTER ISD,TX,LANCASTER,7014,http://www.lancasterisd.org,Regular public school district that is not a component of a supervisory union,10
1801890,Clark-Pleasant Community Sch Corp,IN,Whiteland,7012,http://www.cpcsc.k12.in.us/,Regular public school district that is not a component of a supervisory union,8
0618390,Inglewood Unified,CA,Inglewood,7011,http://inglewoodusd.com,Regular public school district that is not a component of a supervisory union,16
0602353,Visions In Education District,CA,Carmichael,7009,http://www.viedu.org,Independent charter district,1
4211790,Hempfield SD,PA,Landisville,6998,http://www.hempfieldsd.org,Regular public school district that is not a component of a supervisory union,10
0101770,Houston County,AL,Dothan,6993,http://www.hcboe.us,Regular public school district that is not a component of a supervisory union,16
5514490,Stevens Point Area Public School District,WI,Stevens Point,6980,http://www.pointschools.net,Regular public school district that is not a component of a supervisory union,17
3904510,Willoughby-Eastlake City,OH,Eastlake,6978,http://www.weschools.org/,Regular public school district that is not a component of a supervisory union,13
2714260,HOPKINS PUBLIC SCHOOL DISTRICT,MN,HOPKINS,6977,http://www.hopkinsschools.org/,Regular public school district that is not a component of a supervisory union,15
4501560,Chesterfield 01,SC,Chesterfield,6975,http://www.chesterfieldschools.org/,Regular public school district that is not a component of a supervisory union,16
2625980,Northville Public Schools,MI,NORTHVILLE,6971,http://www.northville.k12.mi.us,Regular public school district that is not a component of a supervisory union,10
2105320,Shelby County,KY,Shelbyville,6964,http://www.shelby.kyschools.us/,Regular public school district that is not a component of a supervisory union,14
2930450,TROY R-III,MO,TROY,6955,http://WWW.TROY.K12.MO.US/,Regular public school district that is not a component of a supervisory union,11
4702340,Lawrence County,TN,Lawrenceburg,6951,http://www.lcss.us,Regular public school district that is not a component of a supervisory union,15
0101410,Eufaula City,AL,Eufaula,6943,http://www.eufaulacityschools.org,Regular public school district that is not a component of a supervisory union,6
4901080,Uintah District,UT,NAPLES,6942,http://www.uintah.net,Regular public school district that is not a component of a supervisory union,13
0904620,Trumbull School District,CT,Trumbull,6940,http://www.trumbullps.org/,Regular public school district that is not a component of a supervisory union,9
1300227,State Specialty Schools I- Georgia Connections Academy,GA,Duluth,6939,http://www.connectionsacademy.com/georgia-virtual-school/home.aspx,Independent charter district,1
5101920,Henry County Public Schools,VA,Collinsville,6938,http://www.henry.k12.va.us,Regular public school district that is not a component of a supervisory union,13
5516260,West Allis-West Milwaukee School District,WI,West Allis,6938,http://www.wawmsd.org,Regular public school district that is not a component of a supervisory union,16
0103430,Vestavia Hills City,AL,Vestavia Hills,6937,http://www.vestavia.k12.al.us,Regular public school district that is not a component of a supervisory union,9
4223640,Tredyffrin-Easttown SD,PA,Wayne,6937,http://www.tesd.net,Regular public school district that is not a component of a supervisory union,8
3904734,Forest Hills Local,OH,Cincinnati,6935,http://www.foresthills.edu/,Regular public school district that is not a component of a supervisory union,9
0602062,Blue Ridge Academy District,CA,Maricopa,6931,http://www.theblueridgeacademy.com,Independent charter district,1
2503270,Cambridge,MA,Cambridge,6915,http://www.cpsd.us/,Regular public school district that is not a component of a supervisory union,17
3410500,Monroe Township School District,NJ,MONROE TOWNSHIP,6906,http://WWW.MONROE.K12.NJ.US,Regular public school district that is not a component of a supervisory union,8
3013040,Great Falls Elem,MT,Great Falls,6899,http://www.gfps.k12.mt.us/,Regular public school district that is not a component of a supervisory union,17
4845540,WHITE SETTLEMENT ISD,TX,WHITE SETTLEMENT,6895,http://wsisd.com,Regular public school district that is not a component of a supervisory union,11
2635310,Waterford School District,MI,WATERFORD,6892,,Regular public school district that is not a component of a supervisory union,17
2103960,McCracken County,KY,Paducah,6891,http://www.mccracken.kyschools.us/,Regular public school district that is not a component of a supervisory union,14
0628140,Ocean View,CA,Huntington Beach,6868,http://www.ovsd.org,Regular public school district that is not a component of a supervisory union,14
4815750,CROSBY ISD,TX,CROSBY,6868,http://www.crosbyisd.org,Regular public school district that is not a component of a supervisory union,9
4702100,Jefferson County,TN,Dandridge,6854,http://www.jc-tn.net,Regular public school district that is not a component of a supervisory union,14
4107230,Lake Oswego SD 7J,OR,Lake Oswego,6849,http://losdschools.org,Regular public school district that is not a component of a supervisory union,12
2400720,Worcester County Public Schools,MD,Newark,6848,http://www.worcesterk12.org,Regular public school district that is not a component of a supervisory union,14
2804470,VICKSBURG WARREN SCHOOL DIST,MS,Vicksburg,6844,http://www.vwsd.org,Regular public school district that is not a component of a supervisory union,16
3612510,GREAT NECK UNION FREE SCHOOL DISTRICT,NY,GREAT NECK,6841,http://www.greatneck.k12.ny.us,Regular public school district that is not a component of a supervisory union,10
2102710,Henderson County,KY,Henderson,6833,http://www.henderson.kyschools.us,Regular public school district that is not a component of a supervisory union,13
0400329,American Virtual Academy (79461),AZ,Chandler,6820,http://www.primaveraonline.com/,Independent charter district,1
1720610,Joliet Twp HSD 204,IL,Joliet,6819,http://www.jths.org,Regular public school district that is not a component of a supervisory union,4
3620100,MOUNT VERNON SCHOOL DISTRICT,NY,MOUNT VERNON,6813,http://www.mtvernoncsd.org,Regular public school district that is not a component of a supervisory union,16
2503660,Chicopee,MA,Chicopee,6807,http://www.chicopeeps.org/,Regular public school district that is not a component of a supervisory union,15
2506840,Lexington,MA,Lexington,6805,http://lps.lexingtonma.org,Regular public school district that is not a component of a supervisory union,10
2011370,Salina,KS,Salina,6791,http://www.usd305.com,Regular public school district that is not a component of a supervisory union,13
3171220,GRETNA PUBLIC SCHOOLS,NE,GRETNA,6788,,Regular public school district that is not a component of a supervisory union,11
5101860,Harrisonburg City Public Schools,VA,Harrisonburg,6786,http://www.harrisonburg.k12.va.us,Regular public school district that is not a component of a supervisory union,10
